0.3709195	0.010125719	0.026286	-0.063417405	-0.051307432	0.7225864	0.9219282	0.22615415	-0.012242792	-0.5490841	0.1101074	0.0	0.0	0.007527164	0.5370736	-0.028934179	0.680111	0.1374	-0.4415685	0.109594695	-0.28299257	-0.29084343	-1.0	-0.14555012	0.09018371	-9.590553e-28	-0.6816765	0.20334916	-0.38876212	0.06828982	0.171639	-0.261478
0.39471233	0.0037150031	0.0	0.09150683	-0.059052244	0.66943496	0.9277623	0.3899725	-0.106957644	-0.6125086	0.19872594	0.0	0.0	0.0044500087	0.6885728	-0.010520521	0.67131114	0.32597977	-0.3377765	-0.15635425	-0.007882931	-0.2999788	-1.0	-0.4784301	0.29995993	-0.0	-0.8115382	0.097482994	-0.5529964	0.031094994	-0.08162032	-0.3071523
0.39715114	0.016761065	0.0	-0.0203779	0.02617164	0.64333427	0.93636405	0.24345407	-0.014131988	-0.6341315	0.14860141	0.0	0.0	0.05940346	0.66967946	-0.020323861	0.6696532	0.23509969	-0.45681754	0.011564451	-0.50133085	-0.23825642	-1.0	-0.38923332	0.14946184	2.0570503e-29	-0.7840818	0.22412214	-0.49251288	0.05536613	0.20867738	-0.24348521
0.3794129	0.0065840846	0.00059558114	-0.060902964	-0.018675156	0.7366539	0.9248389	0.12836096	-0.033869717	-0.5916416	0.18505909	0.0	0.0	0.021017013	0.53133315	-0.007586074	0.7365359	0.201261	-0.43073434	0.03517684	-0.33999982	-0.33041316	-1.0	-0.2054583	0.103555486	-2.4541205e-27	-0.6576817	0.29478118	-0.4727905	0.086208865	0.1553367	-0.24921708
0.3808315	0.0103306845	0.0024043247	-0.037029702	-0.024611792	0.6934278	0.97155523	0.42943323	0.0007660312	-0.607996	0.13659504	0.0	0.0	0.02188391	0.656889	-0.03340621	0.66103315	0.1631107	-0.45394114	0.048038226	-0.46225846	-0.221378	-1.0	-0.31136724	0.14193614	-6.419277e-21	-0.80945057	0.20407182	-0.45031077	0.041328553	0.18337438	-0.24070705
0.38966838	0.0077660754	0.039306074	-0.041303955	-0.028526569	0.74639505	0.9565748	0.39814037	-0.016338404	-0.55922556	0.25893685	0.0	0.0	0.020712072	0.5501612	-0.013356107	0.66181463	0.1511355	-0.45212296	0.09774748	-0.34159404	-0.31482375	-1.0	-0.20967406	0.080780625	-1.6531892e-32	-0.69316024	0.1792415	-0.4255928	0.03540012	0.1959561	-0.2591342
0.39874512	0.005130959	0.02799595	-0.041994266	-0.03653899	0.7131745	0.9289272	0.20562841	-0.022388197	-0.57823086	0.2074308	0.0	0.0	0.016933465	0.5388371	-0.016547125	0.6876123	0.16177997	-0.43869215	0.09613531	-0.39095405	-0.31357795	-1.0	-0.20901619	0.08151996	-3.2728125e-31	-0.6665534	0.19199249	-0.4292216	0.055863645	0.19228576	-0.24862514
0.40231293	0.0095516415	0.0034100683	-0.024738763	-0.032600414	0.6554469	0.9527155	0.36815456	-0.00012616882	-0.5898596	0.0889225	0.0	0.0	0.016839262	0.64197063	-0.033620503	0.6461295	0.10280858	-0.44534516	0.05285164	-0.49725538	-0.19051805	-1.0	-0.30601054	0.12200833	-6.287869e-19	-0.7890425	0.17418252	-0.42784485	0.048705306	0.20096926	-0.23255935
0.37360984	0.02235621	0.011653712	0.006688784	-0.041346733	0.68699425	0.9553784	0.44936562	-0.022771223	-0.59699035	0.29325923	0.0	0.0	0.016910166	0.64163345	-0.019087076	0.6507524	0.23287359	-0.5080339	0.008187061	-0.25484654	-0.2625441	-1.0	-0.3453965	0.18333021	-7.072429e-36	-0.7949627	0.13890472	-0.48588905	0.009580203	0.23717287	-0.28105617
0.41761088	0.0118921865	0.046679534	0.02877944	0.00088575744	0.6535985	0.9681363	0.37996906	-0.0015166604	-0.40070367	0.17029285	0.0	1.2708685e-21	0.02853581	0.5671043	-0.044668533	0.460402	0.015763247	-0.45305413	0.09020738	-0.33175698	-0.15192035	-1.0	-0.14510523	0.061055128	4.052519e-22	-0.7625076	0.08109825	-0.32350343	0.042669654	0.23466747	-0.2463906
